4.081633,6.930693,7.070707,8.000000
1.000000,1.000000,0.000000,0.000000
15.151515,11.000000,10.891089,14.851485
0.000000,0.000000,2.000000,0.000000
0.990099,0.000000,0.000000,0.990099
0.000000,0.000000,1.980198,0.990099
0.990099,1.000000,0.000000,0.000000
0.000000,1.000000,1.000000,1.000000
0.000000,1.000000,1.000000,0.000000
1.000000,1.000000,0.990099,0.000000
1.000000,0.000000,1.000000,0.000000
1.000000,1.000000,1.000000,2.000000
0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,1.000000
0.000000,1.000000,0.000000,1.000000
1.000000,0.000000,0.000000,0.000000
0.000000,0.990099,1.000000,0.000000
0.990099,1.000000,1.000000,1.000000
0.000000,0.000000,1.000000,0.000000
1.980198,1.000000,1.000000,0.000000
1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,2.020202
0.000000,1.000000,1.000000,0.990099
0.000000,1.000000,1.000000,0.000000
1.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,1.000000
1.000000,0.000000,0.990099,0.990099
2.000000,0.000000,0.000000,0.000000
2.000000,1.000000,1.000000,2.000000
1.000000,0.000000,1.000000,1.000000
0.000000,0.000000,0.000000,1.000000
0.000000,0.990099,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000
1.000000,0.000000,1.000000,1.000000
1.980198,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,1.000000,1.980198
1.000000,1.010101,1.980198,1.020408
86.734694,86.000000,86.868687,83.838384
1.000000,1.010101,3.030303,1.000000
